date,state,pm25,pm10,no2,so2,co,ozone,aqi,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,population_density,smoking_prevalence_pct,elderly_population_pct,respiratory_hospitalizations
2020-01-01,Lagos,30.021935734460442,122.54985177989903,32.84303198481623,9.213515699898203,1.3573848271542028,28.290303675750646,52.4,27.6,74.0,5.3,8.2,1110,8.9,6.7,48
2020-01-02,Lagos,37.72207086396655,74.4272866160719,32.660195985829205,12.66623670469423,1.4160117490284614,33.28218142147989,44.4,28.9,85.6,4.0,7.4,1110,8.9,6.7,46
2020-01-03,Lagos,42.95125784317136,95.96377816949733,32.47825202114394,11.900419799800366,1.4254617382783223,24.994561936181952,51.3,31.8,91.0,3.2,8.8,1110,8.9,6.7,51
2020-01-04,Lagos,34.9554654962341,59.19709253119531,30.775066783943455,10.61560284547745,1.8333286392543122,30.41342904266817,38.7,32.6,80.4,3.8,9.5,1110,8.9,6.7,38
2020-01-05,Lagos,47.64464238555136,84.45901202546428,37.38554599568019,13.977571795286952,2.970373167051523,41.63886668315632,53.0,29.3,77.0,1.8,5.9,1110,8.9,6.7,50
2020-01-06,Lagos,39.24699089753607,55.86479769744277,27.234952062903897,14.791753202313306,2.1388837048366707,38.285962332898656,40.3,29.5,79.9,5.3,6.2,1110,8.9,6.7,44
2020-01-07,Lagos,56.689412854323926,63.76982997827934,41.20004316405744,17.179549405726092,2.0289425385000075,16.841413594707067,50.2,30.0,71.0,6.3,9.5,1110,8.9,6.7,49
2020-01-08,Lagos,45.32892440488929,59.14709356309946,31.353549667785977,11.820548209014992,2.2805868832091774,48.14852758707727,45.3,30.7,75.6,1.6,11.2,1110,8.9,6.7,49
2020-01-09,Lagos,44.93059245645573,100.13934690679703,28.717423861221327,11.051502309570683,1.0587878765705434,29.940372353848854,53.1,31.9,69.5,2.1,7.3,1110,8.9,6.7,48
2020-01-10,Lagos,46.609556154202934,59.710980481805834,25.44741771705544,12.381036718115395,1.1752781386000368,49.50604053038107,45.3,28.5,61.1,2.0,8.6,1110,8.9,6.7,41
2020-01-11,Lagos,35.37261686621787,81.3634894786509,26.831863868354354,9.532531893659813,2.343363511519637,41.04488192632369,44.9,27.7,71.0,10.6,5.1,1110,8.9,6.7,37
2020-01-12,Lagos,56.803285611721634,122.85711342053585,43.45422701372888,11.35702655023142,1.4554028947678774,38.55049802749281,67.2,27.1,76.3,4.3,9.0,1110,8.9,6.7,57
2020-01-13,Lagos,42.28099463348202,62.452432859910544,39.91738243800538,13.294468389789126,1.2516238507114053,25.85928592471755,43.9,31.7,79.3,2.3,7.5,1110,8.9,6.7,48
2020-01-14,Lagos,17.303011349324027,92.6756245020521,41.011650868962576,9.487255824710658,2.1385930327910496,48.850872055886484,42.5,30.2,64.5,2.8,4.6,1110,8.9,6.7,43
2020-01-15,Lagos,52.00485607762105,86.74357552066667,28.78882203542619,9.46015692940561,2.2080763614406855,36.245365623742806,53.5,28.1,84.8,8.3,11.6,1110,8.9,6.7,47
2020-01-16,Lagos,31.06059590931526,32.16977591749723,27.174578679898822,11.98542916604691,1.6083383468670485,27.83725825818423,29.5,25.7,82.4,8.9,9.3,1110,8.9,6.7,50
2020-01-17,Lagos,28.814298392418873,96.96697035668754,36.127127257218525,12.177843852159588,2.255256109247334,31.73247178081349,46.4,23.2,61.8,11.5,10.3,1110,8.9,6.7,45
2020-01-18,Lagos,26.291880164723846,110.63727795357394,36.77419425016903,6.650246813503429,1.6784327697964923,34.9450104772928,48.8,30.5,70.5,5.8,8.7,1110,8.9,6.7,46
2020-01-19,Lagos,39.82543023095976,75.44536772879144,28.725012992924693,9.55943670911993,0.6409658759060857,29.58783483341415,44.5,32.3,68.0,7.1,5.8,1110,8.9,6.7,43
2020-01-20,Lagos,31.72938241064403,99.89107788916901,30.005564911233744,13.255918407517806,1.435910375318333,15.783008278940958,46.0,30.4,53.4,2.8,5.6,1110,8.9,6.7,47
2020-01-21,Lagos,40.34690385446437,71.63084684401481,34.146810008830634,10.771773508285326,2.7447738280632916,25.91775739200743,44.3,26.3,66.5,3.1,9.2,1110,8.9,6.7,47
2020-01-22,Lagos,23.196874115474436,101.3950560355035,29.512444261704303,15.631195899409917,1.7243820172538855,28.629305968185772,43.9,25.1,62.8,6.1,7.8,1110,8.9,6.7,42
2020-01-23,Lagos,57.929817942594646,76.18905121781907,27.738462389569246,10.265169258107587,1.7321413088408841,24.858454840946504,52.3,27.9,73.9,4.0,9.7,1110,8.9,6.7,51
2020-01-24,Lagos,47.77897135098834,122.42354246413333,35.4147905758463,16.966384876136765,1.568537288968176,32.779092330702994,61.5,27.2,63.8,3.5,9.4,1110,8.9,6.7,54
2020-01-25,Lagos,37.18751866176494,46.31170792736887,30.23962028297987,12.417612332870448,1.800906805597338,38.80341753612487,37.3,34.8,77.0,6.8,8.3,1110,8.9,6.7,44
2020-01-26,Lagos,51.26232542885034,94.94109372602648,41.86010234262305,8.896792930542947,1.9021414710006643,36.33095955585314,57.2,30.4,85.6,6.2,6.7,1110,8.9,6.7,50
2020-01-27,Lagos,36.54962384652909,61.18711857277797,34.482396629067374,10.709923842450252,2.415105676822189,20.378980740222772,39.5,33.7,60.2,1.3,6.4,1110,8.9,6.7,41
2020-01-28,Lagos,55.26471668319048,92.0756761329361,32.970146530657544,5.349716836551272,2.4947831693074822,48.833815080339654,58.0,34.1,64.6,5.9,10.1,1110,8.9,6.7,52
2020-01-29,Lagos,26.659348813010723,90.53525286007155,42.75497228379747,14.573593976365398,1.486571065230923,19.921934263519795,43.8,28.0,100.0,0.8,6.3,1110,8.9,6.7,45
2020-01-30,Lagos,51.8402354456309,85.8642255199623,35.741088113305,7.9730615204700195,0.11795223676834454,42.111876035223645,54.8,35.4,67.9,5.4,11.6,1110,8.9,6.7,52
2020-01-31,Lagos,42.90072586981661,85.48914784440862,31.532658113460517,15.550446960423008,1.5472788631040684,19.78893064023294,48.2,24.3,72.9,9.5,8.5,1110,8.9,6.7,49
2020-02-01,Lagos,40.12775043651186,52.62086555018834,42.155823616326956,11.508404209611095,2.7303890270595828,45.30426903340217,42.6,26.4,62.5,1.4,6.9,1110,8.9,6.7,41
2020-02-02,Lagos,57.9015771901085,92.48955518006524,38.78046487210971,13.608079604714575,2.2200855796392127,42.20007822562166,59.9,27.4,55.0,2.0,7.9,1110,8.9,6.7,57
2020-02-03,Lagos,39.13653483834081,84.82094111866071,36.71343660915632,11.197798086349863,1.7480794412850005,39.5921662050231,48.8,25.8,63.6,1.9,11.1,1110,8.9,6.7,47
2020-02-04,Lagos,35.99395318750415,78.45279684105384,27.70056426818574,13.388172940923356,1.279574923360052,19.82794500581003,42.6,27.3,62.4,1.1,7.0,1110,8.9,6.7,45
2020-02-05,Lagos,35.546777908025135,55.18900183750259,21.4834012494701,14.038979007490257,1.7386056254212428,37.840039171281944,37.5,31.3,73.8,1.3,8.4,1110,8.9,6.7,42
2020-02-06,Lagos,57.27101259892477,72.9158547941812,45.08946774462213,12.776000736030651,2.4162571058681257,33.968147830485265,54.8,27.5,91.7,5.3,11.2,1110,8.9,6.7,54
2020-02-07,Lagos,35.55724819832052,108.40746693554746,27.683049844565183,10.052258164998872,1.3757396503060433,23.573794745498397,50.1,30.0,68.9,3.5,6.9,1110,8.9,6.7,55
2020-02-08,Lagos,55.96793578770243,76.981612961824,42.79698463066466,13.575635138072842,1.9167328982401215,39.223870300466864,55.5,29.2,74.9,8.1,12.1,1110,8.9,6.7,53
2020-02-09,Lagos,59.185993740136865,99.58926928877037,32.771391200787015,12.660222986410863,0.8580582553830532,40.71765636164611,61.2,30.9,86.5,3.9,5.0,1110,8.9,6.7,57
2020-02-10,Lagos,45.75588067991645,59.31139116498377,37.4807528929062,5.812422978264752,2.970987601256498,22.083306800164152,43.5,33.8,62.2,6.8,6.2,1110,8.9,6.7,47
2020-02-11,Lagos,52.736820120987524,85.36886471813493,36.42367980431122,13.848319962059248,1.5356380072501479,20.477379845882698,53.3,25.1,72.6,2.9,9.6,1110,8.9,6.7,50
2020-02-12,Lagos,38.25338671643856,69.26381426426556,28.598094531571547,11.179170769488096,2.78212648349745,30.225004962318287,42.4,25.3,72.5,5.1,8.1,1110,8.9,6.7,45
2020-02-13,Lagos,42.56558949589168,87.45762685138769,46.37690178016649,11.241242087679016,1.863717203334045,39.80164157007928,52.5,30.4,67.7,8.6,8.6,1110,8.9,6.7,48
2020-02-14,Lagos,44.59921469135729,60.76135072383393,21.115952684938634,12.620068389003231,1.625108119521574,13.003704309648395,40.4,33.0,56.3,21.9,6.8,1110,8.9,6.7,51
2020-02-15,Lagos,55.90903496185275,47.863775615470075,42.139649377878015,14.13436279558448,1.6553110264336544,19.263177324342365,46.1,30.8,47.1,4.3,7.6,1110,8.9,6.7,42
2020-02-16,Lagos,49.974842044783145,86.61367308513825,47.961316453111706,11.776477060406481,2.083170065259511,39.48636358494736,55.9,23.8,100.0,3.0,9.0,1110,8.9,6.7,50
2020-02-17,Lagos,48.38623649837644,87.88549166740209,47.27196530551067,14.962479017102167,2.182102194000954,32.11656384158685,54.8,26.4,69.6,6.4,6.5,1110,8.9,6.7,45
2020-02-18,Lagos,61.97008156842946,119.71185829832882,38.61292854026388,8.962145787260905,2.9949391361091617,26.56026969681459,66.7,28.4,73.9,6.3,9.3,1110,8.9,6.7,55
2020-02-19,Lagos,29.581594832944667,87.30321281557924,36.42526098578133,13.595750676656538,2.1481755633262436,36.645122557199215,44.9,30.4,65.1,2.4,7.5,1110,8.9,6.7,47
2020-02-20,Lagos,59.09292494729622,98.84820335031722,47.779023895820764,10.804879829469154,1.9250952461238215,39.251617695735064,62.9,22.0,90.1,0.5,10.0,1110,8.9,6.7,53
2020-02-21,Lagos,42.54919298652257,88.35627259322034,21.35617005450198,6.397944520892672,1.4176043065222748,40.24554139044159,48.8,32.3,92.5,4.3,9.9,1110,8.9,6.7,49
2020-02-22,Lagos,38.47875279696326,76.3442177850868,33.185928122357595,17.522829209811626,1.5968626353051079,34.34476088366615,45.7,22.3,80.1,18.8,6.1,1110,8.9,6.7,43
2020-02-23,Lagos,71.76196928154972,109.45652272702344,29.811289752183132,12.081794114456635,1.7324498460425313,47.3554757605794,69.5,30.6,86.2,5.8,5.6,1110,8.9,6.7,55
2020-02-24,Lagos,25.205407179982096,73.10886463214574,39.69535189148533,12.637967287149058,2.233924518331591,23.57137384252937,38.6,26.4,74.5,2.6,10.6,1110,8.9,6.7,42
2020-02-25,Lagos,37.29718553270556,76.75588004471693,30.166895719459276,10.579721421898512,2.275941509014277,22.50826800020517,43.3,26.8,53.0,11.8,9.2,1110,8.9,6.7,43
2020-02-26,Lagos,32.847586200036346,88.42986628122328,42.0142677361272,11.257896747419686,1.76726132312127,39.26675624974521,47.7,31.5,71.5,3.0,8.2,1110,8.9,6.7,48
2020-02-27,Lagos,26.70235696827192,102.69887061201473,28.014271773477184,9.279289517574737,1.4396838823484082,32.70568030255469,45.6,24.5,71.6,6.2,8.2,1110,8.9,6.7,48
2020-02-28,Lagos,36.216860770726996,67.60995879468216,26.633082818829372,7.164116461049746,2.4748523136553477,29.033443923742325,40.5,27.7,46.5,1.0,10.9,1110,8.9,6.7,38
2020-02-29,Lagos,49.009422614460775,88.2266535623202,48.14415686368893,7.395964554051732,3.1980163541676383,46.32545590869341,56.3,28.9,68.4,2.3,6.3,1110,8.9,6.7,54
2020-03-01,Lagos,35.63633240368555,87.12725313297317,37.7776267696635,3.477029307740059,1.4147388945829484,26.383736357235108,46.3,36.7,73.8,8.1,4.2,1110,8.9,6.7,52
2020-03-02,Lagos,39.40968181861269,92.49649574940187,31.362596697476164,9.172571303194024,1.271234374283329,26.569073705875134,48.7,28.2,88.4,7.8,10.7,1110,8.9,6.7,51
2020-03-03,Lagos,37.27261409134568,83.46364781311449,36.04081729839724,8.477688142276053,1.635334500840099,31.1285656634593,46.6,27.6,84.2,2.5,10.5,1110,8.9,6.7,46
2020-03-04,Lagos,37.574732345826575,75.12050660505173,28.308412122807134,5.99713595333213,1.7392766802578303,52.50630855369566,45.5,20.6,82.4,9.5,9.2,1110,8.9,6.7,42
2020-03-05,Lagos,24.555052536001213,65.99689504201883,30.37845583079858,11.868399494391765,2.275089239764284,36.85615165760129,36.4,33.0,73.5,2.2,8.0,1110,8.9,6.7,47
2020-03-06,Lagos,34.79151239334864,53.821601651635646,20.72292882008022,7.280263980942878,2.2222211755146843,31.110234106593058,35.7,35.9,86.2,5.4,7.2,1110,8.9,6.7,47
2020-03-07,Lagos,38.71593830486526,67.86883779016787,26.199952773036998,13.622776511290786,1.9152436073017516,35.89077858071693,42.6,30.6,73.6,6.6,7.8,1110,8.9,6.7,39
2020-03-08,Lagos,33.76106021259441,47.82475373657161,29.161814217034777,10.707999270031992,1.9163381789568972,27.67889669183336,34.8,35.9,56.8,1.1,9.5,1110,8.9,6.7,47
2020-03-09,Lagos,27.030485642254497,68.63612511001384,25.537715066561503,8.023304734071392,2.1318686069440105,41.09127314385756,37.7,26.4,72.5,10.9,9.4,1110,8.9,6.7,42
2020-03-10,Lagos,35.11348478976219,74.80690693627217,33.875622459602404,9.15005405250216,1.8610269672515025,29.20688945639613,43.0,29.3,57.0,22.3,8.7,1110,8.9,6.7,43
2020-03-11,Lagos,33.07220212761392,67.22733911259883,38.85485419375111,8.921688177925294,2.4783166910917274,7.587585573368237,38.7,33.0,87.6,8.6,4.0,1110,8.9,6.7,45
2020-03-12,Lagos,45.13316036055353,32.55968390475578,17.726872927280297,14.001578859282144,1.9589075328145684,50.38156780442665,36.8,30.5,73.7,14.0,7.6,1110,8.9,6.7,45
2020-03-13,Lagos,37.561614584338244,69.64213101480043,33.12723079527389,9.484259886784727,1.787861360054029,27.002984007841142,42.5,24.2,78.8,2.1,7.6,1110,8.9,6.7,51
2020-03-14,Lagos,36.68476159414985,69.8404475921852,26.922617967339217,12.358524760567608,1.5738359171827496,38.004854841786546,42.4,33.8,77.5,3.6,7.5,1110,8.9,6.7,42
2020-03-15,Lagos,28.514481439406293,84.433431976723,30.192046280684572,10.15091956826596,1.92174786940395,40.35287998954574,43.0,28.7,72.7,10.0,7.3,1110,8.9,6.7,44
2020-03-16,Lagos,29.9886003272143,78.4341428806874,32.06551821993704,6.252474816027856,2.0857403482884926,54.515283915743986,43.7,30.4,51.6,5.1,8.3,1110,8.9,6.7,43
2020-03-17,Lagos,34.128911566376104,87.01737819958839,39.02619829068579,12.050757235603248,1.7334709576644658,42.13110905932667,47.8,24.5,63.4,2.5,7.9,1110,8.9,6.7,46
2020-03-18,Lagos,33.124213357297485,72.252784547132,29.83716141550384,7.103147200368545,1.373292980125173,32.41032948023045,41.0,27.1,82.9,4.5,9.1,1110,8.9,6.7,50
2020-03-19,Lagos,39.094134178691306,81.48351886271391,36.81325371197094,10.19085327985051,1.4810734516352797,27.73268976988889,46.8,27.6,60.6,5.7,6.7,1110,8.9,6.7,50
2020-03-20,Lagos,34.05246626421597,74.13330274294576,26.78022915915923,7.567672240321045,2.2311315123984397,37.87281224383531,42.0,23.3,68.6,1.9,7.6,1110,8.9,6.7,45
2020-03-21,Lagos,46.86387412215288,65.74564898936153,18.516639962557512,8.803322523239347,2.1852126085583214,38.0909324364526,44.6,30.6,64.5,7.7,10.0,1110,8.9,6.7,44
2020-03-22,Lagos,54.10804588458785,89.8660049654645,41.803330200443725,8.112784083791713,1.7157220629686196,27.957525721019934,56.3,32.4,65.2,7.6,7.8,1110,8.9,6.7,48
2020-03-23,Lagos,35.88952272609702,90.9864468766852,23.659161265933776,12.631305936358878,2.031861928695216,37.20035201793026,46.8,27.5,67.7,0.5,6.9,1110,8.9,6.7,48
2020-03-24,Lagos,43.6009638414307,76.36773002185362,25.696382224777548,11.507266387571237,2.660415148559767,54.63991587086802,48.6,24.0,67.0,2.9,7.7,1110,8.9,6.7,43
2020-03-25,Lagos,31.2979057718675,70.41953681594565,22.80021430509224,12.811670864604547,1.7191871272687644,19.92852796083542,37.7,24.7,79.3,0.9,8.6,1110,8.9,6.7,39
2020-03-26,Lagos,46.5458428185937,43.83832304906069,43.7226200676297,15.888467902136375,1.607469869070247,34.95645833116834,42.8,28.8,82.8,10.8,9.9,1110,8.9,6.7,50
2020-03-27,Lagos,31.76643787713791,70.85686393265833,16.21993297567193,9.730913119577421,2.391707124769593,26.05363476568578,37.5,32.1,73.1,1.5,9.8,1110,8.9,6.7,44
2020-03-28,Lagos,36.017640729876256,65.06742734353698,29.684543821028683,12.640888747759746,2.5379266402436427,45.71315779496544,42.1,30.1,69.9,5.0,9.0,1110,8.9,6.7,43
2020-03-29,Lagos,59.13393915117136,81.72536705668641,43.812354189825825,14.054435288420521,2.032067330111652,26.782691796737353,57.0,28.9,69.3,1.3,11.5,1110,8.9,6.7,56
2020-03-30,Lagos,58.68559127979192,62.36730552400902,25.17258605011203,3.9200136107699795,2.085596960283981,35.37726130056846,49.5,27.3,71.0,1.1,10.4,1110,8.9,6.7,47
2020-03-31,Lagos,34.864504519525404,45.3454327656688,24.20660546856077,5.965943724268198,1.614914684723305,28.970395454109553,33.9,30.1,70.9,6.5,10.8,1110,8.9,6.7,44
2020-04-01,Lagos,35.28596776718344,98.44418657231478,35.618347688297675,18.838638479989676,1.5952723775108977,32.689544949126145,50.0,33.7,53.5,11.1,8.9,1110,8.9,6.7,43
2020-04-02,Lagos,19.51220177487788,92.43388394435416,26.985508016775825,12.247907252192508,1.441356025021961,46.912896227342976,41.2,24.4,55.4,12.0,6.6,1110,8.9,6.7,41
2020-04-03,Lagos,26.061323504951893,67.48890144124172,40.88053974954704,5.062670411454046,2.705846028059513,39.962537795787235,39.0,29.8,63.4,1.9,4.7,1110,8.9,6.7,43
2020-04-04,Lagos,34.06234550477329,40.86775899375503,40.368033180801014,7.699140283352707,1.4199253638710394,30.646221309843504,35.0,32.0,64.9,0.4,7.7,1110,8.9,6.7,39
2020-04-05,Lagos,40.87762985283748,72.07273238244251,22.063842067544172,6.086033812577725,2.502271687005438,17.55010934023028,41.8,30.5,46.2,7.5,9.9,1110,8.9,6.7,45
2020-04-06,Lagos,45.894367093604345,60.70391904900732,28.35395083379019,6.287975063658861,2.1146244859467926,33.71843975695984,43.8,26.3,61.4,13.3,4.9,1110,8.9,6.7,47
2020-04-07,Lagos,13.784440586111828,75.2738834941352,19.475490201079793,10.27541732374202,1.8319281506670715,33.085309405016396,31.8,27.8,66.9,2.3,9.0,1110,8.9,6.7,38
2020-04-08,Lagos,34.732056533643366,82.032426331524,23.86482509688173,11.120188575740666,2.0535078822435957,33.784604396346786,43.7,28.2,74.2,7.7,9.0,1110,8.9,6.7,48
2020-04-09,Lagos,16.49059642104732,86.98234915357662,30.739422121770197,6.66512401678382,2.2012354411598443,28.415111845784345,37.0,28.2,65.9,5.6,6.4,1110,8.9,6.7,41
2020-04-10,Lagos,42.67813919476397,84.21820144068174,24.86859586650612,5.592761318091375,1.3504191864989805,19.935242569557346,46.3,32.5,88.1,13.0,9.7,1110,8.9,6.7,41
2020-04-11,Lagos,45.63565719386018,110.43032138684822,25.575746872015767,9.895890039910329,1.205756639036784,34.80871476937702,56.0,32.8,80.4,4.5,4.7,1110,8.9,6.7,51
2020-04-12,Lagos,10.835482347875104,60.40412935243876,40.99505646880169,10.975400945895315,1.8897084064156344,48.3870233904382,31.5,28.2,87.1,4.9,8.8,1110,8.9,6.7,39
2020-04-13,Lagos,20.904886825268058,61.59733097578392,24.58140253945463,11.385090754372635,2.973523741686366,36.70176751954308,32.7,29.6,100.0,9.0,6.6,1110,8.9,6.7,45
2020-04-14,Lagos,24.413606506029186,71.13697826752913,30.634526281214207,11.184477233223104,1.5093824134585838,23.94041538069412,36.3,27.3,78.3,3.9,9.6,1110,8.9,6.7,41
2020-04-15,Lagos,46.52332608741504,51.96817098583622,28.54777094822936,17.638145000213427,2.0065282668930915,37.21361129874397,42.8,32.5,66.4,1.5,8.6,1110,8.9,6.7,50
2020-04-16,Lagos,26.427255802582742,50.95060711073572,33.5415946079537,11.372627908594241,2.3144191477064058,37.12814430713393,33.9,27.3,77.2,1.4,7.5,1110,8.9,6.7,41
2020-04-17,Lagos,45.9327090545993,46.386877693044966,29.154000182539125,6.809795063446442,1.4299765410886143,37.02866677350657,40.7,25.4,80.8,1.1,7.1,1110,8.9,6.7,43
2020-04-18,Lagos,51.722792360868496,86.61277927976934,13.054396800358841,4.077587654992339,2.3213044178182436,27.321319476061216,49.8,24.1,84.5,5.0,8.5,1110,8.9,6.7,52
2020-04-19,Lagos,52.157018343943875,39.629510377844724,17.97500169439158,13.485770806441241,1.0242347266249117,43.1469495942074,41.1,28.4,65.7,5.2,9.3,1110,8.9,6.7,40
2020-04-20,Lagos,24.04716547903505,83.19355322670665,17.141958153385758,9.43275559251438,1.7282438278222942,27.24204196996554,37.4,23.1,64.5,2.0,8.3,1110,8.9,6.7,45
2020-04-21,Lagos,41.944063189453715,64.11694672488157,18.4819076661432,13.747421925073358,1.6499530193813081,31.81982990590014,41.5,30.2,61.0,3.5,6.5,1110,8.9,6.7,46
2020-04-22,Lagos,28.513374129511302,74.92077426299682,34.50637261266462,7.9410427730526525,1.9490261050535878,41.01734794059675,41.2,25.3,72.3,2.4,5.7,1110,8.9,6.7,40
2020-04-23,Lagos,27.8131807455672,93.58131569988134,28.31331123489487,10.5799920008582,1.7518633458989517,35.2877089371961,44.2,33.2,48.1,10.5,9.8,1110,8.9,6.7,37
2020-04-24,Lagos,49.76146110720066,89.50452821336138,42.193700033104165,10.780796675103181,1.619307116409081,27.949089796787984,54.4,27.4,83.8,7.5,8.2,1110,8.9,6.7,46
